申万三级行业名称,股票代码,股票名称
IT服务Ⅲ,000034.SZ,神州数码
IT服务Ⅲ,000158.SZ,常山北明
IT服务Ⅲ,000409.SZ,云鼎科技
IT服务Ⅲ,000555.SZ,神州信息
IT服务Ⅲ,000815.SZ,美利云
IT服务Ⅲ,000938.SZ,紫光股份
IT服务Ⅲ,002065.SZ,东华软件
IT服务Ⅲ,002195.SZ,岩山科技
IT服务Ⅲ,002229.SZ,鸿博股份
IT服务Ⅲ,002232.SZ,启明信息
IT服务Ⅲ,002331.SZ,皖通科技
IT服务Ⅲ,002368.SZ,太极股份
IT服务Ⅲ,002373.SZ,千方科技
IT服务Ⅲ,002380.SZ,科远智慧
IT服务Ⅲ,002401.SZ,中远海科
IT服务Ⅲ,002421.SZ,达实智能
IT服务Ⅲ,002474.SZ,榕基软件
IT服务Ⅲ,002609.SZ,捷顺科技
IT服务Ⅲ,002642.SZ,荣联科技
IT服务Ⅲ,002649.SZ,博彦科技
IT服务Ⅲ,002657.SZ,中科金财
IT服务Ⅲ,002771.SZ,真视通
IT服务Ⅲ,002777.SZ,久远银海
IT服务Ⅲ,002908.SZ,德生科技
IT服务Ⅲ,003005.SZ,竞业达
IT服务Ⅲ,300017.SZ,网宿科技
IT服务Ⅲ,300020.SZ,ST银江
IT服务Ⅲ,300044.SZ,*ST赛为
IT服务Ⅲ,300078.SZ,思创智联
IT服务Ⅲ,300079.SZ,数码视讯
IT服务Ⅲ,300096.SZ,ST易联众
IT服务Ⅲ,300150.SZ,世纪瑞尔
IT服务Ⅲ,300166.SZ,东方国信
IT服务Ⅲ,300167.SZ,ST迪威迅
IT服务Ⅲ,300168.SZ,万达信息
IT服务Ⅲ,300170.SZ,汉得信息
IT服务Ⅲ,300212.SZ,*ST易录
IT服务Ⅲ,300231.SZ,银信科技
IT服务Ⅲ,300245.SZ,ST天玑
IT服务Ⅲ,300250.SZ,初灵信息
IT服务Ⅲ,300264.SZ,佳创视讯
IT服务Ⅲ,300271.SZ,华宇软件
IT服务Ⅲ,300277.SZ,汽轮科技
IT服务Ⅲ,300287.SZ,飞利信
IT服务Ⅲ,300288.SZ,朗玛信息
IT服务Ⅲ,300290.SZ,ST荣科
IT服务Ⅲ,300300.SZ,海峡创新
IT服务Ⅲ,300339.SZ,润和软件
IT服务Ⅲ,300399.SZ,天利科技
IT服务Ⅲ,300419.SZ,ST浩丰
IT服务Ⅲ,300440.SZ,运达科技
IT服务Ⅲ,300448.SZ,浩云科技
IT服务Ⅲ,300496.SZ,中科创达
IT服务Ⅲ,300523.SZ,辰安科技
IT服务Ⅲ,300532.SZ,今天国际
IT服务Ⅲ,300536.SZ,农尚环境
IT服务Ⅲ,300541.SZ,先进数通
IT服务Ⅲ,300609.SZ,汇纳科技
IT服务Ⅲ,300634.SZ,彩讯股份
IT服务Ⅲ,300674.SZ,宇信科技
IT服务Ⅲ,300678.SZ,中科信息
IT服务Ⅲ,300682.SZ,朗新科技
IT服务Ⅲ,300687.SZ,赛意信息
IT服务Ⅲ,300846.SZ,首都在线
IT服务Ⅲ,300872.SZ,天阳科技
IT服务Ⅲ,300895.SZ,铜牛信息
IT服务Ⅲ,301085.SZ,亚康股份
IT服务Ⅲ,301172.SZ,君逸数码
IT服务Ⅲ,301178.SZ,天亿马
IT服务Ⅲ,301185.SZ,鸥玛软件
IT服务Ⅲ,301208.SZ,中亦科技
IT服务Ⅲ,301218.SZ,华是科技
IT服务Ⅲ,301236.SZ,软通动力
IT服务Ⅲ,301248.SZ,杰创智能
IT服务Ⅲ,301316.SZ,慧博云通
IT服务Ⅲ,301396.SZ,宏景科技
IT服务Ⅲ,301556.SZ,托普云农
IT服务Ⅲ,301638.SZ,南网数字
IT服务Ⅲ,600131.SH,国网信通
IT服务Ⅲ,600271.SH,航天信息
IT服务Ⅲ,600410.SH,华胜天成
IT服务Ⅲ,600446.SH,金证股份
IT服务Ⅲ,600476.SH,*ST湘邮
IT服务Ⅲ,600536.SH,中国软件
IT服务Ⅲ,600571.SH,信雅达
IT服务Ⅲ,600589.SH,大位科技
IT服务Ⅲ,600666.SH,奥瑞德
IT服务Ⅲ,600718.SH,东软集团
IT服务Ⅲ,600728.SH,佳都科技
IT服务Ⅲ,600756.SH,浪潮软件
IT服务Ⅲ,600797.SH,浙大网新
IT服务Ⅲ,600845.SH,宝信软件
IT服务Ⅲ,600850.SH,电科数字
IT服务Ⅲ,603138.SH,海量数据
IT服务Ⅲ,603171.SH,税友股份
IT服务Ⅲ,603636.SH,南威软件
IT服务Ⅲ,603859.SH,能科科技
IT服务Ⅲ,603869.SH,ST智知
IT服务Ⅲ,603887.SH,城地香江
IT服务Ⅲ,603918.SH,金桥信息
IT服务Ⅲ,605398.SH,新炬网络
IT服务Ⅲ,688004.SH,博汇科技
IT服务Ⅲ,688039.SH,当虹科技
IT服务Ⅲ,688051.SH,佳华科技
IT服务Ⅲ,688066.SH,*ST航图
IT服务Ⅲ,688088.SH,虹软科技
IT服务Ⅲ,688158.SH,优刻得-W
IT服务Ⅲ,688207.SH,格灵深瞳
IT服务Ⅲ,688227.SH,品高股份
IT服务Ⅲ,688228.SH,开普云
IT服务Ⅲ,688229.SH,博睿数据
IT服务Ⅲ,688251.SH,井松智能
IT服务Ⅲ,688258.SH,卓易信息
IT服务Ⅲ,688316.SH,青云科技-U
IT服务Ⅲ,688327.SH,云从科技-UW
IT服务Ⅲ,688343.SH,云天励飞-U
IT服务Ⅲ,688365.SH,光云科技
IT服务Ⅲ,688500.SH,慧辰股份
IT服务Ⅲ,688509.SH,正元地信
IT服务Ⅲ,688562.SH,航天软件
IT服务Ⅲ,688568.SH,中科星图
IT服务Ⅲ,688787.SH,海天瑞声
IT服务Ⅲ,920092.BJ,汉鑫科技
IT服务Ⅲ,920116.BJ,星图测控
IT服务Ⅲ,920130.BJ,立方控股
IT服务Ⅲ,920171.BJ,志晟信息
IT服务Ⅲ,920184.BJ,国源科技
IT服务Ⅲ,920227.BJ,美登科技
IT服务Ⅲ,920493.BJ,并行科技
IT服务Ⅲ,920564.BJ,天润科技
IT服务Ⅲ,920748.BJ,路桥信息
IT服务Ⅲ,920790.BJ,联迪信息
IT服务Ⅲ,920806.BJ,云星宇
IT服务Ⅲ,920953.BJ,国子软件
LED,002137.SZ,实益达
LED,002449.SZ,国星光电
LED,002587.SZ,奥拓电子
LED,002654.SZ,万润科技
LED,002745.SZ,木林森
LED,002983.SZ,芯瑞达
LED,002992.SZ,宝明科技
LED,300102.SZ,乾照光电
LED,300162.SZ,雷曼光电
LED,300219.SZ,鸿利智汇
LED,300232.SZ,洲明科技
LED,300241.SZ,瑞丰光电
LED,300269.SZ,联建光电
LED,300296.SZ,利亚德
LED,300301.SZ,ST长方
LED,300303.SZ,聚飞光电
LED,300323.SZ,华灿光电
LED,300389.SZ,艾比森
LED,300582.SZ,英飞特
LED,300632.SZ,光莆股份
LED,300708.SZ,聚灿光电
LED,300752.SZ,隆利科技
LED,300808.SZ,久量股份
LED,300889.SZ,爱克股份
LED,300940.SZ,南极光
LED,600703.SH,三安光电
LED,603679.SH,华体科技
LED,603685.SH,晨丰科技
LED,603703.SH,盛洋科技
LED,688496.SH,*ST清越
专业连锁Ⅲ,000829.SZ,天音控股
专业连锁Ⅲ,002416.SZ,爱施德
专业连锁Ⅲ,300022.SZ,吉峰科技
专业连锁Ⅲ,300622.SZ,博士眼镜
专业连锁Ⅲ,300755.SZ,华致酒行
专业连锁Ⅲ,301078.SZ,孩子王
专业连锁Ⅲ,603214.SH,爱婴室
个护小家电,003023.SZ,彩虹集团
个护小家电,603868.SH,飞科电器
个护小家电,688793.SH,倍轻松
个护小家电,920199.BJ,倍益康
中药Ⅲ,000423.SZ,东阿阿胶
中药Ⅲ,000538.SZ,云南白药
中药Ⅲ,000590.SZ,古汉医药
中药Ⅲ,000623.SZ,吉林敖东
中药Ⅲ,000650.SZ,仁和药业
中药Ⅲ,000790.SZ,华神科技
中药Ⅲ,000989.SZ,九芝堂
中药Ⅲ,000999.SZ,华润三九
中药Ⅲ,002082.SZ,ST万邦
中药Ⅲ,002107.SZ,沃华医药
中药Ⅲ,002198.SZ,ST嘉应
中药Ⅲ,002275.SZ,桂林三金
中药Ⅲ,002287.SZ,奇正藏药
中药Ⅲ,002317.SZ,众生药业
中药Ⅲ,002349.SZ,精华制药
中药Ⅲ,002390.SZ,信邦制药
中药Ⅲ,002412.SZ,汉森制药
中药Ⅲ,002424.SZ,ST百灵
中药Ⅲ,002566.SZ,益盛药业
中药Ⅲ,002603.SZ,以岭药业
中药Ⅲ,002644.SZ,佛慈制药
中药Ⅲ,002728.SZ,特一药业
中药Ⅲ,002737.SZ,葵花药业
中药Ⅲ,002864.SZ,盘龙药业
中药Ⅲ,002873.SZ,新天药业
中药Ⅲ,002907.SZ,华森制药
中药Ⅲ,300026.SZ,红日药业
中药Ⅲ,300039.SZ,上海凯宝
中药Ⅲ,300147.SZ,*ST香雪
中药Ⅲ,300158.SZ,振东制药
中药Ⅲ,300181.SZ,佐力药业
中药Ⅲ,300519.SZ,新光药业
中药Ⅲ,300534.SZ,陇神戎发
中药Ⅲ,300878.SZ,维康药业
中药Ⅲ,301111.SZ,粤万年青
中药Ⅲ,301331.SZ,恩威医药
中药Ⅲ,600080.SH,ST金花
中药Ⅲ,600085.SH,同仁堂
中药Ⅲ,600129.SH,太极集团
中药Ⅲ,600222.SH,太龙药业
中药Ⅲ,600252.SH,中恒集团
中药Ⅲ,600285.SH,羚锐制药
中药Ⅲ,600329.SH,达仁堂
中药Ⅲ,600332.SH,白云山
中药Ⅲ,600351.SH,亚宝药业
中药Ⅲ,600422.SH,昆药集团
中药Ⅲ,600436.SH,片仔癀
中药Ⅲ,600479.SH,千金药业
中药Ⅲ,600518.SH,康美药业
中药Ⅲ,600535.SH,天士力
中药Ⅲ,600557.SH,康缘药业
中药Ⅲ,600566.SH,济川药业
中药Ⅲ,600572.SH,康恩贝
中药Ⅲ,600594.SH,益佰制药
中药Ⅲ,600671.SH,天目药业
中药Ⅲ,600750.SH,华润江中
中药Ⅲ,600771.SH,广誉远
中药Ⅲ,600976.SH,健民集团
中药Ⅲ,600993.SH,马应龙
中药Ⅲ,603139.SH,康惠股份
中药Ⅲ,603439.SH,三力制药
中药Ⅲ,603567.SH,珍宝岛
中药Ⅲ,603858.SH,步长制药
中药Ⅲ,603896.SH,寿仙谷
中药Ⅲ,603998.SH,方盛制药
中药Ⅲ,605199.SH,ST葫芦娃
中药Ⅲ,920266.BJ,生物谷
中药Ⅲ,920433.BJ,大唐药业
中间产品及消费品供应链服务,001220.SZ,世盟股份
中间产品及消费品供应链服务,002769.SZ,普路通
中间产品及消费品供应链服务,002889.SZ,东方嘉盛
中间产品及消费品供应链服务,300013.SZ,新宁物流
中间产品及消费品供应链服务,300240.SZ,飞力达
中间产品及消费品供应链服务,300350.SZ,华鹏飞
中间产品及消费品供应链服务,300873.SZ,海晨股份
中间产品及消费品供应链服务,603648.SH,畅联股份
乳品,001318.SZ,阳光乳业
乳品,002329.SZ,皇氏集团
乳品,002570.SZ,贝因美
乳品,002732.SZ,燕塘乳业
乳品,002910.SZ,庄园牧场
乳品,002946.SZ,新乳业
乳品,300106.SZ,西部牧业
乳品,300892.SZ,品渥食品
乳品,300898.SZ,熊猫乳品
乳品,300915.SZ,海融科技
乳品,600419.SH,天润乳业
乳品,600429.SH,三元股份
乳品,600597.SH,光明乳业
乳品,600882.SH,妙可蓝多
乳品,600887.SH,伊利股份
乳品,605179.SH,一鸣食品
乳品,605300.SH,佳禾食品
乳品,605388.SH,均瑶健康
乳品,920786.BJ,骑士乳业
产业地产,600082.SH,ST海泰
产业地产,600340.SH,*ST华幸
产业地产,600463.SH,空港股份
产业地产,600604.SH,市北高新
产业地产,600639.SH,浦东金桥
产业地产,600648.SH,外高桥
产业地产,600658.SH,电子城
产业地产,600848.SH,上海临港
产业地产,600895.SH,张江高科
产业地产,601512.SH,中新集团
人力资源服务,300662.SZ,科锐国际
人力资源服务,600662.SH,外服控股
人力资源服务,600861.SH,北京人力
人工景区,002059.SZ,云南旅游
人工景区,300144.SZ,宋城演艺
人工景区,600138.SH,中青旅
人工景区,600593.SH,大连圣亚
人工景区,600706.SH,曲江文旅
仓储物流,002492.SZ,恒基达鑫
仓储物流,002930.SZ,宏川智慧
仓储物流,600787.SH,中储股份
仓储物流,600794.SH,保税科技
仓储物流,603066.SH,音飞储存
仓储物流,603713.SH,密尔克卫
仪器仪表,002121.SZ,科陆电子
仪器仪表,002175.SZ,*ST东智
仪器仪表,002546.SZ,新联电子
仪器仪表,002767.SZ,先锋电子
仪器仪表,002819.SZ,东方中科
仪器仪表,002849.SZ,威星智能
仪器仪表,002857.SZ,三晖电气
仪器仪表,002980.SZ,华盛昌
仪器仪表,300007.SZ,汉威科技
仪器仪表,300066.SZ,三川智慧
仪器仪表,300112.SZ,万讯自控
仪器仪表,300165.SZ,天瑞仪器
仪器仪表,300259.SZ,新天科技
仪器仪表,300286.SZ,安科瑞
仪器仪表,300306.SZ,远方信息
仪器仪表,300349.SZ,金卡智能
仪器仪表,300354.SZ,东华测试
仪器仪表,300360.SZ,炬华科技
仪器仪表,300370.SZ,安控科技
仪器仪表,300371.SZ,汇中股份
仪器仪表,300417.SZ,南华仪器
仪器仪表,300445.SZ,康斯特
仪器仪表,300466.SZ,赛摩智能
仪器仪表,300514.SZ,友讯达
仪器仪表,300515.SZ,三德科技
仪器仪表,300553.SZ,集智股份
仪器仪表,300557.SZ,理工光科
仪器仪表,300567.SZ,精测电子
仪器仪表,300572.SZ,安车检测
仪器仪表,300667.SZ,必创科技
仪器仪表,300720.SZ,海川智能
仪器仪表,300862.SZ,蓝盾光电
仪器仪表,300880.SZ,迦南智能
仪器仪表,300882.SZ,万胜智能
仪器仪表,300897.SZ,山科智能
仪器仪表,300906.SZ,日月明
仪器仪表,301006.SZ,迈拓股份
仪器仪表,301129.SZ,瑞纳智能
仪器仪表,301197.SZ,工大科雅
仪器仪表,301303.SZ,真兰仪表
仪器仪表,301360.SZ,荣旗科技
仪器仪表,301413.SZ,安培龙
仪器仪表,301528.SZ,多浦乐
仪器仪表,301689.SZ,电科思仪
仪器仪表,601222.SH,林洋能源
仪器仪表,603100.SH,川仪股份
仪器仪表,603556.SH,海兴电力
仪器仪表,603662.SH,柯力传感
仪器仪表,603700.SH,宁水集团
仪器仪表,605056.SH,咸亨国际
仪器仪表,688001.SH,华兴源创
仪器仪表,688056.SH,莱伯泰科
仪器仪表,688112.SH,鼎阳科技
仪器仪表,688115.SH,思林杰
仪器仪表,688337.SH,普源精电
仪器仪表,688528.SH,秦川物联
仪器仪表,688583.SH,思看科技
仪器仪表,688597.SH,煜邦电力
仪器仪表,688600.SH,皖仪科技
仪器仪表,688610.SH,埃科光电
仪器仪表,688616.SH,西力科技
仪器仪表,688622.SH,*ST禾信
仪器仪表,688627.SH,精智达
仪器仪表,688628.SH,优利德
仪器仪表,688665.SH,四方光电
仪器仪表,688768.SH,容知日新
仪器仪表,688808.SH,联讯仪器
仪器仪表,688828.SH,国仪公司-U
仪器仪表,920029.BJ,开发科技
仪器仪表,920035.BJ,精创电气
仪器仪表,920363.BJ,莱赛激光
仪器仪表,920407.BJ,驰诚股份
仪器仪表,920476.BJ,海能技术
仪器仪表,920509.BJ,同惠电子
仪器仪表,920556.BJ,雅达股份
仪器仪表,920651.BJ,天罡股份
仪器仪表,920685.BJ,新芝生物
仪器仪表,920879.BJ,基康技术
仪器仪表,920961.BJ,创远信科
会展服务,300795.SZ,米奥会展
会展服务,300860.SZ,锋尚文化
会展服务,600826.SH,兰生股份
住宅开发,000002.SZ,万科A
住宅开发,000006.SZ,深振业A
住宅开发,000011.SZ,深物业A
住宅开发,000014.SZ,沙河股份
住宅开发,000029.SZ,深深房A
住宅开发,000036.SZ,华联控股
住宅开发,000042.SZ,中洲控股
住宅开发,000090.SZ,天健集团
住宅开发,000514.SZ,渝开发
住宅开发,000517.SZ,荣安地产
住宅开发,000573.SZ,粤宏远A
住宅开发,000609.SZ,*ST中迪
住宅开发,000620.SZ,盈新发展
住宅开发,000656.SZ,金科股份
住宅开发,000668.SZ,荣丰控股
住宅开发,000718.SZ,苏宁环球
住宅开发,000736.SZ,中交发展
住宅开发,000797.SZ,中国武夷
住宅开发,000838.SZ,*ST发展
住宅开发,000863.SZ,三湘印象
住宅开发,000897.SZ,津滨发展
住宅开发,000909.SZ,*ST数源
住宅开发,000926.SZ,福星股份
住宅开发,000965.SZ,天保基建
住宅开发,002016.SZ,世荣兆业
住宅开发,002133.SZ,广宇集团
住宅开发,002146.SZ,荣盛发展
住宅开发,002208.SZ,合肥城建
住宅开发,002244.SZ,滨江集团
住宅开发,002314.SZ,南山控股
住宅开发,600048.SH,保利发展
住宅开发,600064.SH,南京高科
住宅开发,600094.SH,大名城
住宅开发,600159.SH,大龙地产
住宅开发,600162.SH,香江控股
住宅开发,600173.SH,卧龙新能
住宅开发,600208.SH,衢州发展
住宅开发,600246.SH,万通发展
住宅开发,600266.SH,城建发展
住宅开发,600322.SH,津投城开
住宅开发,600325.SH,华发股份
住宅开发,600376.SH,首开股份
住宅开发,600383.SH,金地集团
住宅开发,600503.SH,华丽家族
住宅开发,600510.SH,黑牡丹
住宅开发,600515.SH,海南机场
住宅开发,600533.SH,栖霞建设
住宅开发,600606.SH,绿地控股
住宅开发,600622.SH,光大嘉宝
住宅开发,600638.SH,新黄浦
住宅开发,600649.SH,城投控股
住宅开发,600657.SH,信达地产
住宅开发,600665.SH,天地源
住宅开发,600675.SH,中华企业
住宅开发,600683.SH,京投发展
住宅开发,600692.SH,亚通股份
住宅开发,600708.SH,光明地产
住宅开发,600716.SH,凤凰股份
住宅开发,600736.SH,苏州高新
住宅开发,600748.SH,上实发展
住宅开发,600773.SH,西藏城投
住宅开发,600791.SH,京能置业
住宅开发,601588.SH,北辰实业
体外诊断,002022.SZ,科华生物
体外诊断,002030.SZ,达安基因
体外诊断,002432.SZ,九安医疗
体外诊断,002932.SZ,*ST明德
体外诊断,300289.SZ,利德曼
体外诊断,300396.SZ,ST迪瑞
体外诊断,300406.SZ,九强生物
体外诊断,300439.SZ,美康生物
体外诊断,300463.SZ,迈克生物
体外诊断,300482.SZ,万孚生物
体外诊断,300639.SZ,凯普生物
体外诊断,300642.SZ,透景生命
体外诊断,300685.SZ,艾德生物
体外诊断,300832.SZ,新产业
体外诊断,300942.SZ,易瑞生物
体外诊断,600645.SH,中源协和
体外诊断,603387.SH,基蛋生物
体外诊断,603392.SH,万泰生物
体外诊断,603658.SH,安图生物
体外诊断,688067.SH,爱威科技
体外诊断,688068.SH,热景生物
体外诊断,688075.SH,安旭生物
体外诊断,688193.SH,仁度生物
体外诊断,688217.SH,睿昂基因
体外诊断,688253.SH,英诺特
体外诊断,688289.SH,圣湘生物
体外诊断,688298.SH,东方生物
体外诊断,688317.SH,之江生物
体外诊断,688338.SH,赛科希德
体外诊断,688389.SH,普门科技
体外诊断,688393.SH,安必平
体外诊断,688399.SH,硕世生物
体外诊断,688426.SH,康为世纪
体外诊断,688468.SH,科美诊断
体外诊断,688575.SH,亚辉龙
体外诊断,688606.SH,奥泰生物
体外诊断,688656.SH,浩欧博
体外诊断,688767.SH,博拓生物
体外诊断,920009.BJ,丹娜生物
体育Ⅲ,002858.SZ,力盛体育
体育Ⅲ,600158.SH,中体产业
保健品,000639.SZ,ST西王
保健品,002626.SZ,金达威
保健品,300146.SZ,汤臣倍健
保健品,300791.SZ,仙乐健康
保健品,600381.SH,*ST春天
保健品,600530.SH,ST交昂
保健品,603102.SH,百合股份
保健品,603262.SH,技源集团
保健品,920429.BJ,康比特
保险Ⅲ,601318.SH,中国平安
保险Ⅲ,601319.SH,中国人保
保险Ⅲ,601336.SH,新华保险
保险Ⅲ,601601.SH,中国太保
保险Ⅲ,601628.SH,中国人寿
信托,000563.SZ,陕国投A
信托,600517.SH,国网英大
信托,600816.SH,建元信托
光伏加工设备,000821.SZ,ST京机
光伏加工设备,300316.SZ,晶盛机电
光伏加工设备,300724.SZ,捷佳伟创
光伏加工设备,300751.SZ,迈为股份
光伏加工设备,300776.SZ,帝尔激光
光伏加工设备,603396.SH,金辰股份
光伏加工设备,688147.SH,微导纳米
光伏加工设备,688516.SH,奥特维
光伏加工设备,688556.SH,高测股份
光伏加工设备,688726.SH,拉普拉斯
光伏加工设备,920368.BJ,连城数控
光伏加工设备,920414.BJ,欧普泰
光伏发电,000591.SZ,太阳能
光伏发电,002218.SZ,拓日新能
光伏发电,002256.SZ,兆新股份
光伏发电,002310.SZ,东方新能
光伏发电,002480.SZ,新筑股份
光伏发电,002617.SZ,露笑科技
光伏发电,300125.SZ,聆达股份
光伏发电,300317.SZ,珈伟新能
光伏发电,600032.SH,浙江新能
光伏发电,600821.SH,金开新能
光伏发电,601778.SH,晶科科技
光伏发电,601908.SH,京运通
光伏发电,603105.SH,芯能科技
光伏电池组件,002056.SZ,横店东磁
光伏电池组件,002459.SZ,晶澳科技
光伏电池组件,002506.SZ,协鑫集成
光伏电池组件,002865.SZ,钧达股份
光伏电池组件,300051.SZ,琏升科技
光伏电池组件,300080.SZ,易成新能
光伏电池组件,300093.SZ,金刚光伏
光伏电池组件,300118.SZ,东方日升
光伏电池组件,300393.SZ,中来股份
光伏电池组件,300716.SZ,*ST泉为
光伏电池组件,301030.SZ,*ST仕净
光伏电池组件,301168.SZ,通灵股份
光伏电池组件,301278.SZ,快可电子
光伏电池组件,301636.SZ,泽润新能
光伏电池组件,600537.SH,*ST亿晶
光伏电池组件,600732.SH,爱旭股份
光伏电池组件,601012.SH,隆基绿能
光伏电池组件,603778.SH,国晟科技
光伏电池组件,688223.SH,晶科能源
光伏电池组件,688429.SH,时创能源
光伏电池组件,688472.SH,阿特斯
光伏电池组件,688599.SH,天合光能
光伏电池组件,920770.BJ,艾能聚
光伏电池组件,920985.BJ,海泰新能
光伏辅材,000159.SZ,国际实业
光伏辅材,001269.SZ,欧晶科技
光伏辅材,002079.SZ,苏州固锝
光伏辅材,002623.SZ,亚玛顿
光伏辅材,003022.SZ,联泓新科
光伏辅材,300842.SZ,帝科股份
光伏辅材,301266.SZ,宇邦新材
光伏辅材,301697.SZ,贝特利
光伏辅材,600207.SH,安彩高科
光伏辅材,601865.SH,福莱特
光伏辅材,603212.SH,赛伍技术
光伏辅材,603381.SH,永臻股份
光伏辅材,603628.SH,清源股份
光伏辅材,603806.SH,福斯特
光伏辅材,688408.SH,中信博
光伏辅材,688503.SH,聚和材料
光伏辅材,688560.SH,明冠新材
光伏辅材,688680.SH,海优新材
光伏辅材,920007.BJ,酉立智能
光伏辅材,920167.BJ,同享科技
光学元件,001373.SZ,翔腾新材
光学元件,002036.SZ,联创电子
光学元件,002222.SZ,福晶科技
光学元件,002273.SZ,水晶光电
光学元件,002456.SZ,欧菲光
光学元件,002962.SZ,五方光电
光学元件,003015.SZ,日久光电
光学元件,300331.SZ,苏大维格
光学元件,300489.SZ,光智科技
光学元件,300566.SZ,激智科技
光学元件,300701.SZ,森霸传感
光学元件,301183.SZ,东田微
光学元件,301421.SZ,波长光电
光学元件,301479.SZ,弘景光电
光学元件,600071.SH,凤凰光学
光学元件,603297.SH,永新光学
光学元件,605588.SH,冠石科技
光学元件,688010.SH,福光股份
光学元件,688079.SH,美迪凯
光学元件,688127.SH,蓝特光学
光学元件,688195.SH,腾景科技
光学元件,688307.SH,中润光学
光学元件,688322.SH,奥比中光-W
光学元件,688378.SH,奥来德
光学元件,688502.SH,茂莱光学
光学元件,920438.BJ,戈碧迦
公交,002357.SZ,富临运业
公交,600561.SH,江西长运
公交,600611.SH,大众交通
公交,600650.SH,锦江在线
公交,600834.SH,申通地铁
公交,603069.SH,海汽集团
公路货运,002010.SZ,传化智联
公路货运,002682.SZ,龙洲股份
公路货运,603569.SH,长久物流
公路货运,603813.SH,原尚股份
其他专业工程,000032.SZ,深桑达A
其他专业工程,002116.SZ,中国海诚
其他专业工程,002323.SZ,*ST雅博
其他专业工程,002542.SZ,*ST中岩
其他专业工程,003001.SZ,中岩大地
其他专业工程,300712.SZ,永福股份
其他专业工程,300986.SZ,志特新材
其他专业工程,301046.SZ,能辉科技
其他专业工程,601068.SH,中铝国际
其他专业工程,601133.SH,柏诚股份
其他专业工程,601226.SH,华电科工
其他专业工程,601618.SH,中国中冶
其他专业工程,603163.SH,圣晖集成
其他专业工程,603929.SH,亚翔集成
其他专业工程,605178.SH,时空科技
其他专业工程,605289.SH,罗曼股份
其他专业工程,605598.SH,上海港湾
其他专业工程,920019.BJ,铜冠矿建
其他专业服务,002243.SZ,力合科创
其他专业服务,300962.SZ,中金辐照
其他专业服务,301169.SZ,零点有数
其他专业服务,603373.SH,安邦护卫
其他专业服务,920039.BJ,国义招标
其他专用设备,000856.SZ,冀东装备
其他专用设备,001395.SZ,亚联机械
其他专用设备,001400.SZ,江顺科技
其他专用设备,002006.SZ,精工科技
其他专用设备,002009.SZ,天奇股份
其他专用设备,002031.SZ,巨轮智能
其他专用设备,002073.SZ,软控股份
其他专用设备,002337.SZ,赛象科技
其他专用设备,002529.SZ,海源复材
其他专用设备,002530.SZ,金财互联
其他专用设备,002595.SZ,豪迈科技
其他专用设备,002690.SZ,美亚光电
其他专用设备,002757.SZ,南兴股份
其他专用设备,002779.SZ,中坚科技
其他专用设备,002786.SZ,银宝山新
其他专用设备,002816.SZ,*ST和科
其他专用设备,002833.SZ,弘亚数控
其他专用设备,002837.SZ,英维克
其他专用设备,300004.SZ,南风股份
其他专用设备,300103.SZ,达刚控股
其他专用设备,300151.SZ,昌红科技
其他专用设备,300281.SZ,金明精机
其他专用设备,300293.SZ,蓝英装备
其他专用设备,300382.SZ,斯莱克
其他专用设备,300411.SZ,金盾股份
其他专用设备,300412.SZ,迦南科技
其他专用设备,300415.SZ,伊之密
其他专用设备,300471.SZ,厚普股份
其他专用设备,300472.SZ,ST新元
其他专用设备,300499.SZ,高澜股份
其他专用设备,300540.SZ,蜀道装备
其他专用设备,300549.SZ,优德精密
其他专用设备,300756.SZ,金马游乐
其他专用设备,300813.SZ,泰林生物
其他专用设备,300823.SZ,建科智能
其他专用设备,300833.SZ,浩洋股份
其他专用设备,300836.SZ,佰奥智能
其他专用设备,300902.SZ,国安达
其他专用设备,300971.SZ,博亚精工
其他专用设备,300988.SZ,津荣天宇
其他专用设备,301013.SZ,利和兴
其他专用设备,301083.SZ,百胜智能
其他专用设备,301128.SZ,强瑞技术
其他专用设备,301200.SZ,大族数控
其他专用设备,301338.SZ,凯格精机
其他专用设备,301392.SZ,汇成真空
其他专用设备,301598.SZ,博科测试
其他专用设备,600444.SH,国机通用
其他专用设备,600499.SH,科达制造
其他专用设备,600501.SH,航天晨光
其他专用设备,600520.SH,三佳科技
其他专用设备,600579.SH,中化装备
其他专用设备,603011.SH,合锻智能
其他专用设备,603076.SH,乐惠国际
其他专用设备,603081.SH,大丰实业
其他专用设备,603159.SH,上海亚虹
其他专用设备,603289.SH,泰瑞机器
其他专用设备,603656.SH,泰禾智能
其他专用设备,603855.SH,华荣股份
其他专用设备,603895.SH,天永智能
其他专用设备,603956.SH,威派格
其他专用设备,605259.SH,绿田机械
其他专用设备,688022.SH,ST瀚川
其他专用设备,688071.SH,华依科技
其他专用设备,688092.SH,爱科科技
其他专用设备,688113.SH,联测科技
其他专用设备,688128.SH,中国电研
其他专用设备,688162.SH,巨一科技
其他专用设备,688211.SH,中科微至
其他专用设备,688312.SH,燕麦科技
其他专用设备,688328.SH,深科达
其他专用设备,688383.SH,新益昌
其他专用设备,688400.SH,凌云光
其他专用设备,688529.SH,豪森智能
其他专用设备,688531.SH,日联科技
其他专用设备,688596.SH,正帆科技
其他专用设备,688630.SH,芯碁微装
